"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"57642e80-0bbd-4b13-8346-014a723b8195","Get Azure SQL Database(s) List","Running","Administrative","Informational","2025-11-26T05:14:59.309Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"57642e80-0bbd-4b13-8346-014a723b8195","Get Azure SQL Database(s) List","Running","Administrative","Informational","2025-11-26T05:15:14.517Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"57642e80-0bbd-4b13-8346-014a723b8195","Get Azure SQL Database(s) List","Running","Administrative","Informational","2025-11-26T05:15:30.717Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"57642e80-0bbd-4b13-8346-014a723b8195","Get Azure SQL Database(s) List","Running","Administrative","Informational","2025-11-26T05:15:46.605Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"57642e80-0bbd-4b13-8346-014a723b8195","Get Azure SQL Database(s) List","Running","Administrative","Informational","2025-11-26T05:16:02.938Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"57642e80-0bbd-4b13-8346-014a723b8195","Get Azure SQL Database(s) List","Running","Administrative","Informational","2025-11-26T05:16:19.090Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"57642e80-0bbd-4b13-8346-014a723b8195","Update SQL database","Succeeded","Administrative","Informational","2025-11-26T05:16:37.805Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"57642e80-0bbd-4b13-8346-014a723b8195","'audit' Policy action.","Succeeded","Policy","Warning","2025-11-26T05:23:36.188Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers/databases","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c/databases/sqlmy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2025-11-26T05:21:09.480Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","Update SQL server","Started","Administrative","Informational","2025-11-26T05:10:12.315Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'audit' Policy action.","Succeeded","Policy","Warning","2025-11-26T05:10:12.378Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'auditIfNotExists' Policy action.","Started","Policy","Informational","2025-11-26T05:10:12.581Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","Update SQL server","Accepted","Administrative","Informational","2025-11-26T05:10:12.596Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","Get Azure SQL Server(s) List","Running","Administrative","Informational","2025-11-26T05:10:14.071Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","Get Azure SQL Server(s) List","Running","Administrative","Informational","2025-11-26T05:10:19.929Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","Get Azure SQL Server(s) List","Running","Administrative","Informational","2025-11-26T05:10:40.038Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","Get Azure SQL Server(s) List","Running","Administrative","Informational","2025-11-26T05:11:00.169Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","Update SQL server","Succeeded","Administrative","Informational","2025-11-26T05:11:20.337Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2025-11-26T05:20:20.454Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2025-11-26T05:20:23.471Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'audit' Policy action.","Succeeded","Policy","Warning","2025-11-26T05:20:46.407Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2025-11-26T05:20:46.422Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'audit' Policy action.","Succeeded","Policy","Warning","2025-11-26T05:20:55.398Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2025-11-26T05:20:55.414Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'audit' Policy action.","Succeeded","Policy","Warning","2025-11-26T05:21:08.428Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2025-11-26T05:21:08.444Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"aea9bd7e-2763-49e6-b5b4-2833374963a8","'audit' Policy action.","Succeeded","Policy","Warning","2025-11-26T05:21:09.464Z","02d516ab-7a10-4219-a6f2-a1741424da83","Microsoft Azure Synapse Resource Provider","Microsoft.Sql/servers","synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/synapseworkspace-managedrg-203817a4-273b-4266-890e-2f5159429b01/providers/Microsoft.Sql/servers/synapsemy4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","'auditIfNotExists' Policy action.","Succeeded","Policy","Informational","2025-11-26T05:20:33.391Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Synapse/workspaces","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Synapse/workspaces/synapsemy4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","Create Deployment","Started","Administrative","Informational","2025-11-26T05:09:12.433Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Resources/deployments","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Resources/deployments/setup"
"e212e4ed-1a67-4159-b1a5-facce275585c","Create Deployment","Succeeded","Administrative","Informational","2025-11-26T05:09:12.870Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Resources/deployments","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/dp203-my4ks6c/providers/Microsoft.Resources/deployments/setup"
"e212e4ed-1a67-4159-b1a5-facce275585c","Create Deployment","Accepted","Administrative","Informational","2025-11-26T05:09:12.901Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Resources/deployments","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Resources/deployments/setup"
"e212e4ed-1a67-4159-b1a5-facce275585c","Write tags","Started","Administrative","Informational","2025-11-26T05:09:14.767Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Resources/tags","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Resources/tags/default"
"e212e4ed-1a67-4159-b1a5-facce275585c","Update Storage Account Create","Started","Administrative","Informational","2025-11-26T05:09:14.767Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","'audit' Policy action.","Succeeded","Policy","Warning","2025-11-26T05:09:15.314Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","Write tags","Succeeded","Administrative","Informational","2025-11-26T05:09:17.111Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Resources/tags","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourceGroups/dp203-my4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","'auditIfNotExists' Policy action.","Started","Policy","Informational","2025-11-26T05:09:19.533Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","Update Storage Account Create","Accepted","Administrative","Informational","2025-11-26T05:09:19.689Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","Update Storage Account Create","Succeeded","Administrative","Informational","2025-11-26T05:09:37.428Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c"
"e212e4ed-1a67-4159-b1a5-facce275585c","Put File Service Properties","Started","Administrative","Informational","2025-11-26T05:09:39.965Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts/fileServices","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c/fileServices/default"
"e212e4ed-1a67-4159-b1a5-facce275585c","Put blob container","Started","Administrative","Informational","2025-11-26T05:09:39.965Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts/blobServices/containers","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c/blobServices/default/containers/files"
"e212e4ed-1a67-4159-b1a5-facce275585c","Put blob service properties","Started","Administrative","Informational","2025-11-26T05:09:39.965Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts/blobServices","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c/blobServices/default"
"e212e4ed-1a67-4159-b1a5-facce275585c","Put blob service properties","Succeeded","Administrative","Informational","2025-11-26T05:09:40.762Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts/blobServices","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c/blobServices/default"
"e212e4ed-1a67-4159-b1a5-facce275585c","Put blob container","Succeeded","Administrative","Informational","2025-11-26T05:09:40.903Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts/blobServices/containers","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c/blobServices/default/containers/files"
"e212e4ed-1a67-4159-b1a5-facce275585c","Put File Service Properties","Succeeded","Administrative","Informational","2025-11-26T05:09:41.340Z","02d516ab-7a10-4219-a6f2-a1741424da83","azure_training_15@ktopen.onmicrosoft.com","Microsoft.Storage/storageAccounts/fileServices","dp203-my4ks6c","/subscriptions/02d516ab-7a10-4219-a6f2-a1741424da83/resourcegroups/dp203-my4ks6c/providers/Microsoft.Storage/storageAccounts/datalakemy4ks6c/fileServices/default"
